Circuit.ieee13ochre {13AD8E07-3BF9-A4E2-CB8F-C3722F837B62}
CapLoc=cap2=1 {99DBCFA8-89F8-4F08-89FE-750B6A1AFCCC}
106=cap2=1 {6B1FBD16-637E-4676-8CD6-AF88933DF5D9}
OpLimI=OpLimI_140.5_187.4=0 {2DC80525-4816-475A-8EF2-ADCF49D8478B}
PosPt=Capacitor.cap2=1 {E7378CCB-C420-4272-88E7-D9AD318B9D3A}
TankInfo=cimxfmrcode_object_162_a=1 {0BFFEFA6-791E-4E4C-9BC1-108463B12E7F}
TankInfo=cimxfmrcode_object_162_b=1 {0A42B140-7826-4498-8686-075269F51541}
TankInfo=cimxfmrcode_object_162_c=1 {1ACE3502-EA7E-4A6D-A5AA-B9F086C27097}
XfInfo=xfcode_object_151=1 {BA739CF9-6874-4F81-8581-21386FD9F5D3}
WdgInf=xfcode_object_151=1 {FD52A581-5A1C-4139-A07D-47B3E10CB883}
WdgInf=xfcode_object_151=2 {141CA60C-578B-43C3-8FE2-D39C1F7266B5}
OcTest=xfcode_object_151=1 {49E59626-A950-4252-BC82-0B9ADAAA27A0}
ScTest=xfcode_object_151=1 {80EF1FDF-4A9C-4BDC-8251-AA04F5337B23}
TankAsset=xfcode_object_151=1 {8843B5F8-4016-452C-9353-8CBDCF46B9D3}
XfInfo=xfcode_as_config_634=1 {9C399416-F572-40D1-AE03-C8C732890669}
WdgInf=xfcode_as_config_634=1 {55C345A5-9533-4034-B793-14346744B39E}
WdgInf=xfcode_as_config_634=2 {D367618A-E5A3-4AD8-941B-68EEDC0237E3}
WdgInf=xfcode_as_config_634=3 {2047189F-04E0-4B61-B523-EDD5FE1D1D34}
OcTest=xfcode_as_config_634=1 {CACF5C3B-18C7-4D1A-A7FC-A48CBED0F30B}
ScTest=xfcode_as_config_634=1 {5ECF4101-21E7-4C6B-89F2-4FB2BF67EB7A}
ScTest=xfcode_as_config_634=2 {C4B23809-C4A5-45EC-B105-DD5DE977A05E}
ScTest=xfcode_as_config_634=3 {8D816637-2295-47D8-839F-A5F029E395AD}
TankAsset=xfcode_as_config_634=1 {C1B567B9-D488-40A6-9ADA-D315AB1D8E2B}
XfInfo=xfcode_bs_config_634=1 {0A997F03-9ED5-4FEF-8CE4-C58FC40405A0}
WdgInf=xfcode_bs_config_634=1 {84EC9EAA-A423-4419-A665-7DDCA7BB0E9A}
WdgInf=xfcode_bs_config_634=2 {EC8CC633-7811-4FF8-B024-7F19931A150E}
WdgInf=xfcode_bs_config_634=3 {598A5542-A364-457E-B6E8-D78F45501C23}
OcTest=xfcode_bs_config_634=1 {2C8A8215-7D27-4180-B77D-4BA0F7D4BD12}
ScTest=xfcode_bs_config_634=1 {838F7EE7-6742-4F9B-9AB3-68D727C840F2}
ScTest=xfcode_bs_config_634=2 {E9DBD94A-AD17-4115-B3DC-6D875D0F2001}
ScTest=xfcode_bs_config_634=3 {D7CAE69D-F75D-400F-860C-B04E4508E3B2}
TankAsset=xfcode_bs_config_634=1 {D1667DB1-FD88-47A7-BDFC-04DDD9A633F5}
XfInfo=xfcode_cs_config_634=1 {A8412B0F-CFF8-489F-A69D-C4951D61E71F}
WdgInf=xfcode_cs_config_634=1 {8381FAD9-7B7D-4CD0-8D9A-200DBFAD2DCA}
WdgInf=xfcode_cs_config_634=2 {C02620F9-E795-47A4-B409-B37863558769}
WdgInf=xfcode_cs_config_634=3 {589AA51B-999A-4258-AB4C-E2290F17B3A0}
OcTest=xfcode_cs_config_634=1 {3FE55679-6901-4D37-81F9-161624716E59}
ScTest=xfcode_cs_config_634=1 {4A2A5CD0-1CE1-47C7-B9D1-8D6F5AA7AC60}
ScTest=xfcode_cs_config_634=2 {A024B845-AF7C-4311-81E9-F5B33EED803F}
ScTest=xfcode_cs_config_634=3 {11667A66-6A11-4136-A566-782D040A2215}
TankAsset=xfcode_cs_config_634=1 {576F468B-D184-44B6-A3D3-7E920E96D659}
XfInfo=xfcode_as_config=1 {C0A7CFA4-C133-4E8E-86D0-7E1D4B2D1C02}
WdgInf=xfcode_as_config=1 {83FE72C1-8D99-411B-8787-57BC84FD2DF7}
WdgInf=xfcode_as_config=2 {E44AAD81-BE0D-48A9-90AC-4552C2DF28B3}
WdgInf=xfcode_as_config=3 {3F5862F2-DB11-49A9-9B81-B1AE45C332B5}
OcTest=xfcode_as_config=1 {DEA3F7D2-4BB6-4466-B969-882C5D756D4F}
ScTest=xfcode_as_config=1 {1134BA41-718E-4AF5-87F5-8BB376BE9DE8}
ScTest=xfcode_as_config=2 {1E08D24E-F2F7-40D5-AEC0-DFBB1F330F95}
ScTest=xfcode_as_config=3 {98919D57-C9C5-4D01-BC9A-CC90C0AF3537}
TankAsset=xfcode_as_config=1 {9820BAB4-C543-43E4-9E6B-03FE8927B28A}
XfInfo=xfcode_bs_config=1 {EDA8F3AF-C50A-4CB0-BB24-F49B4811E4D7}
WdgInf=xfcode_bs_config=1 {F239AD37-91AF-4140-9CE8-54193C7154AE}
WdgInf=xfcode_bs_config=2 {416048DB-73DD-4FC6-AAF8-6A0BDF884801}
WdgInf=xfcode_bs_config=3 {C73708DE-02D8-4182-A2B1-4333AE68C484}
OcTest=xfcode_bs_config=1 {FA1F651D-2BEC-44E2-8B22-79D80B071CB0}
ScTest=xfcode_bs_config=1 {2B0263BA-A321-4127-BAED-E92F1A7B4601}
ScTest=xfcode_bs_config=2 {5241B694-7216-4F72-8902-B3AF16047638}
ScTest=xfcode_bs_config=3 {20ABD050-5B01-471F-B45D-E6F64CFD58C6}
TankAsset=xfcode_bs_config=1 {723B6B7B-7FF7-44B8-BC71-0AA089070FF2}
XfInfo=xfcode_cs_config=1 {BAB1CCCE-5138-418F-B56B-F8432612BDE7}
WdgInf=xfcode_cs_config=1 {F811ADC2-0D5A-4DF8-BE36-141C99A21D92}
WdgInf=xfcode_cs_config=2 {4170CEEB-AE9B-47B6-BF31-03367BBA5B0B}
WdgInf=xfcode_cs_config=3 {3E1253C4-7201-4704-AD0E-FD0501131ED6}
OcTest=xfcode_cs_config=1 {A86684A0-1A27-4EF4-9F73-B585D731C0F2}
ScTest=xfcode_cs_config=1 {BB3FD2BB-12C7-45DA-B5FB-8B6081E535F9}
ScTest=xfcode_cs_config=2 {EB6D10D9-4381-4BA2-9E52-AD8BD86AAC23}
ScTest=xfcode_cs_config=3 {33BCBC7A-1B04-4FCF-B2C8-0EFDDE2AB89F}
TankAsset=xfcode_cs_config=1 {8B221416-144A-4F7E-AFD9-135F214E86E1}
XfInfo=cimxfmrcode_object_162_a=1 {50E1E866-245F-4FF8-BCFD-648CC1DCAAD3}
WdgInf=cimxfmrcode_object_162_a=1 {6833B2BD-D810-4BCF-88AF-931E0CF0127E}
WdgInf=cimxfmrcode_object_162_a=2 {9A3C72C4-D633-4215-85DB-5A3A9796F97C}
OcTest=cimxfmrcode_object_162_a=1 {D7452F3C-177C-4133-8EB8-5D405BFF8A30}
ScTest=cimxfmrcode_object_162_a=1 {67EE4EDD-FCD6-40E7-9C2B-0D6ED9599E02}
TankAsset=cimxfmrcode_object_162_a=1 {9F18B8A6-DA1E-4D16-A0DE-343DD88008D2}
XfInfo=cimxfmrcode_object_162_b=1 {BB55D88D-3576-4E61-9D71-754ECE604BB5}
WdgInf=cimxfmrcode_object_162_b=1 {BBB06302-29AD-43AA-8BB4-E78658172A7E}
WdgInf=cimxfmrcode_object_162_b=2 {AECCC954-38C0-4ED8-A326-5807171DB624}
OcTest=cimxfmrcode_object_162_b=1 {FD233DBB-EDD3-4C5B-A288-B2FECF20374E}
ScTest=cimxfmrcode_object_162_b=1 {54C83897-4002-461C-9AF4-B04C2E7636E5}
TankAsset=cimxfmrcode_object_162_b=1 {40B617CD-D9E6-4D94-B499-B670AB3DE97F}
XfInfo=cimxfmrcode_object_162_c=1 {B883BBCC-678A-4734-BB73-D3953D9EE1CA}
WdgInf=cimxfmrcode_object_162_c=1 {F28FCC1C-0427-4CB0-9E6D-754657543C32}
WdgInf=cimxfmrcode_object_162_c=2 {5F886E9A-C5BA-4062-B550-4CE994F45139}
OcTest=cimxfmrcode_object_162_c=1 {3E3EDC3E-CA0C-4DBC-AAB2-270497DECD6B}
ScTest=cimxfmrcode_object_162_c=1 {A31FE5E8-6776-4D83-95AB-35A21A279694}
TankAsset=cimxfmrcode_object_162_c=1 {8C05C39B-BCCD-4E8F-91CF-EF8F678919A5}
Bank==source_650=0 {59536A38-7BD7-406F-BE7B-61C727EC19FA}
Bank==transformer_center_tap_1=0 {A3419A01-980B-435A-9D08-B9037268DA73}
Bank==transformer_center_tap_2=0 {D9CDFEDD-E675-4278-96A0-1AFA522A5F87}
Bank==transformer_center_tap_3=0 {72A37DBD-AB9E-463F-8A73-288E2C3659AF}
Bank==transformer_center_tap_4=0 {213F93FB-F2BF-4181-B2F7-7AC388C0931C}
Bank==transformer_center_tap_5=0 {B4F40C76-E77F-4A26-8023-7423C8DBDAF8}
Bank==transformer_center_tap_6=0 {08E3BC1C-5BF4-4FEA-866B-2D1E508F9900}
Bank==transformer_center_tap_7=0 {5162EFE6-6CEE-42B7-A076-AFC3D08DA67D}
Bank==transformer_center_tap_8=0 {BAA83663-6B4E-49EB-84EC-4B7EED4C0B8E}
Bank==transformer_center_tap_9=0 {83A87845-906C-46E8-8F96-42EA5265F3AF}
Bank==transformer_center_tap_10=0 {10B83998-E5A0-493C-BCA4-7F09E7A7FF79}
Bank==transformer_center_tap_11=0 {63C85A86-968C-476A-94CC-E09A9488635E}
Bank==transformer_center_tap_12=0 {C0790AB3-DF9A-4B82-BD37-A4D36F97894D}
Bank==transformer_center_tap_13=0 {13686FED-4393-4ED9-9CA8-B2C4A6C6F961}
Bank==transformer_center_tap_14=0 {A18C1F4B-1FB6-457D-9742-782EAF7C24F2}
Bank==transformer_center_tap_15=0 {6EE99B88-36A1-4245-BB3E-243F795A0DF8}
Bank==transformer_633-634=0 {AC369B91-C7CF-4726-85F2-1FD6F62916EA}
Bank=vreg1=0 {1E0D7969-9E04-4A63-942D-86B48B5870F6}
XfLoc=source_650=1 {A2191FD8-A945-48F6-8834-174C2B2107A2}
PosPt=Transformer.source_650=1 {FA422129-F1CA-4C3A-8F6B-AD650926E710}
PosPt=Transformer.source_650=2 {AED5A900-D188-484F-9DD9-B28D9EB0F74A}
Wdg=source_650=1 {28B12453-E8F8-4EF1-9CE8-2D491911D234}
Wdg=source_650=2 {5FFCBD34-7005-455E-BE6F-A1DCC7FE630C}
XfCore=source_650=1 {88DAD93A-930A-4348-8D38-1C053EDC190D}
XfMesh=source_650=1 {CD92A04B-AF3B-4CA7-AE7E-AA63838C84FD}
XfMesh=source_650=2 {E6CC6F6F-1A6A-432B-8CA3-7C405F84D400}
XfMesh=source_650=3 {E9B8435D-4869-40FC-997C-EB147ADBAD0C}
34=source_650=1 {B37F0EED-60FE-4338-A6F1-419A535D72AA}
OpLimI=OpLimI_552.2_753.1=0 {E3F5F439-BDF7-41CF-B86C-E774E5DC6D57}
34=source_650=2 {44C131CE-D058-43E6-80D8-0A285529D2D5}
XfLoc=transformer_center_tap_1=1 {B7AA05D0-F0EB-4ABE-93FE-D6C6BC263111}
PosPt=Transformer.transformer_center_tap_1=1 {2211EDC2-FC65-4912-85A2-B25C058DEC8F}
PosPt=Transformer.transformer_center_tap_1=2 {E54630F2-F8FE-4F7F-B9ED-96347924EE1C}
PosPt=Transformer.transformer_center_tap_1=3 {B2F7E13E-AE46-4C46-9929-31A0D95B5141}
Wdg=transformer_center_tap_1=1 {D1092167-5521-422E-ACBB-7D2AC4DE557E}
Wdg=transformer_center_tap_1=2 {FB2A2DAD-F8CC-4801-BB89-B51014CC0B3E}
Wdg=transformer_center_tap_1=3 {FFCD4B63-B4E9-460E-B745-A7D5339E6C13}
XfCore=transformer_center_tap_1=1 {037DAE13-F1EA-4045-A5B3-E087277F15A7}
XfMesh=transformer_center_tap_1=1 {6D3F6D65-7F85-49CE-B7AA-E5024256A58F}
XfMesh=transformer_center_tap_1=2 {4CB7168D-3142-47ED-B4E4-61574BFCA4B1}
XfMesh=transformer_center_tap_1=3 {B33930B5-4059-41F0-8A63-230A7D783B30}
34=transformer_center_tap_1=1 {EEF8E5FE-EFFB-43A7-BC52-3B8A48BB88B1}
OpLimI=OpLimI_34.4_46.9=0 {4887BE3B-CB15-4D80-8841-2B46FFB5476D}
34=transformer_center_tap_1=2 {1091848D-D44F-48B6-880A-3731585AD402}
34=transformer_center_tap_1=3 {39ED6AD9-1628-4FB8-A0CC-07463C1FC12C}
XfLoc=transformer_center_tap_2=1 {96F88DA2-70D3-498E-BA40-2637697C8198}
PosPt=Transformer.transformer_center_tap_2=1 {BC9435DE-FCA4-4B49-A1F1-003AD96FAF2E}
PosPt=Transformer.transformer_center_tap_2=2 {B902BC41-F912-4805-B6B8-EA29F9010CA0}
PosPt=Transformer.transformer_center_tap_2=3 {1F07932E-28CE-432B-843E-D5F07F7A288A}
Wdg=transformer_center_tap_2=1 {1284047A-F238-4CB8-B7A9-7FC52720C5DB}
Wdg=transformer_center_tap_2=2 {FA0F5270-A2E3-460E-AFE5-2FBA55D42060}
Wdg=transformer_center_tap_2=3 {05298698-FF3B-4D2C-99BB-69387A95B26D}
XfCore=transformer_center_tap_2=1 {101CCEC4-C134-4D1D-9B59-4FE30DDF8195}
XfMesh=transformer_center_tap_2=1 {A26133A6-95BE-4F53-9E47-FC83AA9FD613}
XfMesh=transformer_center_tap_2=2 {AF261D7A-99B7-421B-A3E1-FDBF7ED43E54}
XfMesh=transformer_center_tap_2=3 {B7C18761-7CF5-40EB-8B5C-94856CEB2EDF}
34=transformer_center_tap_2=1 {A557A24A-37C4-4968-9489-260EC6776286}
OpLimI=OpLimI_297.8_406.1=0 {54D465F1-775F-4BD2-8719-7E4C23C8D219}
34=transformer_center_tap_2=2 {13B0FF80-3DB3-43ED-81A2-1E362B865659}
34=transformer_center_tap_2=3 {D357F04C-16E2-4C04-8B57-96121F5A1313}
XfLoc=transformer_center_tap_3=1 {1F426FD8-2689-4BAA-AB3A-F527C01F5D2B}
PosPt=Transformer.transformer_center_tap_3=1 {2A5E0068-5B29-4B4A-8A21-9B0D1604F59D}
PosPt=Transformer.transformer_center_tap_3=2 {1EC75C63-950C-410D-85E4-9B35D29CAA09}
PosPt=Transformer.transformer_center_tap_3=3 {709B9D6D-BAB7-4CB4-8777-CDD91603BBC3}
Wdg=transformer_center_tap_3=1 {3CD47885-6760-419D-AB29-B1070209A7E0}
Wdg=transformer_center_tap_3=2 {EA992961-712B-4C59-8BD6-511DAD676DA2}
Wdg=transformer_center_tap_3=3 {C6FB8690-742F-48CC-AD14-4AF2FC77F12E}
XfCore=transformer_center_tap_3=1 {6112E530-7DD6-432E-9236-D4A7CC531A02}
XfMesh=transformer_center_tap_3=1 {8E99F68D-F6BF-4D04-B571-4465435302EE}
XfMesh=transformer_center_tap_3=2 {30B12BF0-8CB2-4152-8AF5-C115AFA3861E}
XfMesh=transformer_center_tap_3=3 {2930EF91-5590-4689-865F-607B2962F309}
34=transformer_center_tap_3=1 {C9BD416B-FC2F-4CC9-897C-0B946D686778}
34=transformer_center_tap_3=2 {042A362B-9012-4626-B11D-E1E7706E17B8}
34=transformer_center_tap_3=3 {2C34F49E-504B-49CB-9710-997B6B42772C}
XfLoc=transformer_center_tap_4=1 {BE0DC863-E8D8-4B90-BFDC-0969E8297FEF}
PosPt=Transformer.transformer_center_tap_4=1 {DD20C062-9365-4AEA-B401-1EEF07B50556}
PosPt=Transformer.transformer_center_tap_4=2 {A99ACD39-E0A2-4324-8E05-735FD637F3E7}
PosPt=Transformer.transformer_center_tap_4=3 {2EAC5EA8-DFA3-4B14-8388-32F4A804DD9F}
Wdg=transformer_center_tap_4=1 {61952142-CA62-4648-BF6D-2FFA7AF30BEA}
Wdg=transformer_center_tap_4=2 {5F59F52D-6F25-41BA-8757-3B8967C26C5B}
Wdg=transformer_center_tap_4=3 {8F5FF657-C306-49E0-BD09-DBC2934E4520}
XfCore=transformer_center_tap_4=1 {BA48CF7A-7A0F-4915-8C93-17BD5FC7CEB6}
XfMesh=transformer_center_tap_4=1 {0493503E-AB3B-47BB-9B43-E76F3A250449}
XfMesh=transformer_center_tap_4=2 {44308DD1-16DB-43AD-BC54-0FF491AB4DA2}
XfMesh=transformer_center_tap_4=3 {2FE1581E-D6F3-4D6D-B1CA-4422538F0BB5}
34=transformer_center_tap_4=1 {FD909FE0-811E-43BB-94F5-064C4524706D}
34=transformer_center_tap_4=2 {4C819EB9-470B-48DD-9D4C-CFE48DC46815}
34=transformer_center_tap_4=3 {396FF60C-DC1B-496F-9AF7-A7ADB46794C3}
XfLoc=transformer_center_tap_5=1 {7F172E6F-5782-4B1F-8F9E-B15475BB9A97}
PosPt=Transformer.transformer_center_tap_5=1 {E1A077EC-5294-4E41-9FA0-E7E4C5FE9D14}
PosPt=Transformer.transformer_center_tap_5=2 {63F7577A-6EB4-4A05-91D7-8B8C6D63B6BC}
PosPt=Transformer.transformer_center_tap_5=3 {C26E7761-D886-4FC3-BE9D-2D99BBA66951}
Wdg=transformer_center_tap_5=1 {80387649-60D1-4906-8F64-DA2A18143504}
Wdg=transformer_center_tap_5=2 {4D191EE5-5B15-4AE6-8C3A-B48273D57A32}
Wdg=transformer_center_tap_5=3 {9A31324B-14B2-4DB4-B261-13A0CD99A621}
XfCore=transformer_center_tap_5=1 {1CC18D6B-35A7-417B-84FF-D3A3A387C991}
XfMesh=transformer_center_tap_5=1 {3B8FDAB1-7684-4D00-B445-5DC50AADCD35}
XfMesh=transformer_center_tap_5=2 {5F9FDFF6-7B00-4427-8ECF-F23D1E5737AF}
XfMesh=transformer_center_tap_5=3 {66B04B51-5A0D-466B-A7B7-076068179526}
34=transformer_center_tap_5=1 {DE4702AC-E4BD-4056-BB37-E8C521E77824}
34=transformer_center_tap_5=2 {F7D3B580-2569-4F0D-A3E1-38C287E85E40}
34=transformer_center_tap_5=3 {BBC54794-38A6-4C80-B66F-6BFF0EDA90C6}
XfLoc=transformer_center_tap_6=1 {591CCF31-FC2F-4A20-8A00-3DBE5D58C4E5}
PosPt=Transformer.transformer_center_tap_6=1 {967FFB9E-14D7-4CD8-A858-89490F1362A1}
PosPt=Transformer.transformer_center_tap_6=2 {AECB8CFE-B974-4B89-BD9B-9FD1926516F3}
PosPt=Transformer.transformer_center_tap_6=3 {275E3979-B6C2-4C9A-9196-A389E620A844}
Wdg=transformer_center_tap_6=1 {5BFF49E1-6374-4A5F-BA03-A7DFF2C38ADF}
Wdg=transformer_center_tap_6=2 {6BE9E850-1FE3-4764-ACD7-04FAAE89A49E}
Wdg=transformer_center_tap_6=3 {00E6D595-17FF-4E34-B86E-D398EA332876}
XfCore=transformer_center_tap_6=1 {13909D24-4198-473C-A90C-58DB899681D1}
XfMesh=transformer_center_tap_6=1 {2880A25C-A81C-4DEF-A0BA-82C36385AD11}
XfMesh=transformer_center_tap_6=2 {AA0EA724-65CC-4BC1-8A17-9D8174EA7C44}
XfMesh=transformer_center_tap_6=3 {EE38CC61-99E3-406B-BA54-015FC4E4BF9E}
34=transformer_center_tap_6=1 {F537AEE7-48F8-445C-9EEC-4937E25A2426}
34=transformer_center_tap_6=2 {B4E21DF5-783A-4365-A83E-4D221C33001E}
34=transformer_center_tap_6=3 {3D90A1DC-5BFA-4421-B1FD-6B4E2E515175}
XfLoc=transformer_center_tap_7=1 {81402BFC-A20D-4A23-A6D6-4164E7ED5CE5}
PosPt=Transformer.transformer_center_tap_7=1 {1ED8E11D-BC1C-4B6B-A7C0-0A1A5C2EF883}
PosPt=Transformer.transformer_center_tap_7=2 {20C8264E-F70F-4E76-803E-113366E1CF2D}
PosPt=Transformer.transformer_center_tap_7=3 {152D0D57-5159-45FA-9365-ECD906D6F1ED}
Wdg=transformer_center_tap_7=1 {1B5F533C-5710-463E-96B7-573C5519D15B}
Wdg=transformer_center_tap_7=2 {854CCCC6-19D5-481C-A742-6030CC81D37A}
Wdg=transformer_center_tap_7=3 {823377E9-EB46-4145-80A4-513AB09DD1A1}
XfCore=transformer_center_tap_7=1 {47C43B3A-B9E9-4BA8-96D6-6C2EAF552212}
XfMesh=transformer_center_tap_7=1 {917EB4B7-DAC0-400D-A146-89399631AB59}
XfMesh=transformer_center_tap_7=2 {BD1A865A-4B48-4644-807A-0BF936D8ABDC}
XfMesh=transformer_center_tap_7=3 {62DAAF8B-F520-44BE-BDAA-92DD78D3681C}
34=transformer_center_tap_7=1 {7814E6DD-156C-47D5-80B0-841C78135939}
34=transformer_center_tap_7=2 {40EEA280-084F-4947-9729-42EA224A94F3}
34=transformer_center_tap_7=3 {06AD5773-E782-4648-BF16-B8B8BF019E2E}
XfLoc=transformer_center_tap_8=1 {C3EA7F94-ED08-4EF9-A17A-5E67CB52DB33}
PosPt=Transformer.transformer_center_tap_8=1 {0500E5A8-C77D-4796-87A2-19339AA987A9}
PosPt=Transformer.transformer_center_tap_8=2 {79E99A54-650C-4677-A79F-2D19F467C06B}
PosPt=Transformer.transformer_center_tap_8=3 {CA2E5379-74A3-4B4C-8E92-096481BEF2CF}
Wdg=transformer_center_tap_8=1 {72F37647-A649-4B2D-AA41-BE883C0436EB}
Wdg=transformer_center_tap_8=2 {5932F2D2-5548-42E8-8B9E-4D095EF7578D}
Wdg=transformer_center_tap_8=3 {D5E03F4E-551B-44C1-A318-50A666823DA4}
XfCore=transformer_center_tap_8=1 {F3127ED7-BB97-44A8-B931-C5C14D82D5C0}
XfMesh=transformer_center_tap_8=1 {F3A1E41F-5026-4533-98C8-478CBACD6832}
XfMesh=transformer_center_tap_8=2 {58EF3515-DB78-4953-95E1-C6B7A5F4A2CC}
XfMesh=transformer_center_tap_8=3 {1CA92052-6894-4EDB-A783-D2A2BD7B5B7E}
34=transformer_center_tap_8=1 {E923E381-103F-4414-8407-ECAA21A80F72}
34=transformer_center_tap_8=2 {9843B5FD-D7AF-4DD5-BF3D-979DA48E0C82}
34=transformer_center_tap_8=3 {990F4BFD-11BF-416E-83EF-6F045B07CD8F}
XfLoc=transformer_center_tap_9=1 {CAF6D0E8-269F-4931-B6BE-057CBF488E49}
PosPt=Transformer.transformer_center_tap_9=1 {067A533E-8D6F-467A-9851-775498D07AB2}
PosPt=Transformer.transformer_center_tap_9=2 {A9FF24C4-1929-4897-90FD-DD017FB65846}
PosPt=Transformer.transformer_center_tap_9=3 {E331C916-B01F-473F-AD1C-6F98D1721C06}
Wdg=transformer_center_tap_9=1 {437B1B0F-DB7D-4B06-9FBC-429CF92D7811}
Wdg=transformer_center_tap_9=2 {ECC14F1E-6648-4D36-B910-16F175E1E905}
Wdg=transformer_center_tap_9=3 {881BEF77-B948-4D1E-9EF6-D04281D928F4}
XfCore=transformer_center_tap_9=1 {C0BE165C-CDBA-4A2E-BF3F-B0F6707FDD0D}
XfMesh=transformer_center_tap_9=1 {5668D6D3-469D-486B-90F7-7D8E5825702F}
XfMesh=transformer_center_tap_9=2 {B8BCF18D-09FF-4B09-8ADF-1BB0C7EE5034}
XfMesh=transformer_center_tap_9=3 {65BE50EF-B0EA-4F66-892D-DA48601913AD}
34=transformer_center_tap_9=1 {5C614986-47F2-4A96-9C76-06BB7039D932}
34=transformer_center_tap_9=2 {0C4692C7-90E5-4F51-B3D2-9E26C0615F7B}
34=transformer_center_tap_9=3 {B6110C9D-C3FF-4FE3-95F3-20F88874ABDF}
XfLoc=transformer_center_tap_10=1 {5583F902-8CC3-4ACE-83A9-0DF175E9737A}
PosPt=Transformer.transformer_center_tap_10=1 {54E2D987-F942-4D60-9C66-43EB615A3812}
PosPt=Transformer.transformer_center_tap_10=2 {8D90C23D-63D4-40DF-A9FB-4C2442B9D3BF}
PosPt=Transformer.transformer_center_tap_10=3 {69EFD0B9-FCA3-4823-83B1-6C87255BEA0D}
Wdg=transformer_center_tap_10=1 {4CE6DA23-D242-4DCD-89C2-EB376EA71625}
Wdg=transformer_center_tap_10=2 {89FBD8B3-82DB-485D-B042-B6F35CA09603}
Wdg=transformer_center_tap_10=3 {147B2B0C-68AE-491F-B45E-DA8424F6DC1A}
XfCore=transformer_center_tap_10=1 {174B1E18-BC26-46FD-BA6F-5336C7F7D754}
XfMesh=transformer_center_tap_10=1 {A0A82B80-9A76-4B0C-A7A6-7DC8F62AC1D4}
XfMesh=transformer_center_tap_10=2 {E84356BD-BCFF-4255-829B-2E9B716F1373}
XfMesh=transformer_center_tap_10=3 {14998302-318F-4D10-9D81-58FB4A654BB2}
34=transformer_center_tap_10=1 {36C76972-2EC6-42FF-ADD6-0C9F9DA42E10}
34=transformer_center_tap_10=2 {B78470B8-263E-4195-B932-6A347E40D5CE}
34=transformer_center_tap_10=3 {09C4A067-33AB-4B5A-8F55-A4C568983A46}
XfLoc=transformer_center_tap_11=1 {0AC8EAA4-CAAF-480A-A9DD-F80D5ECAF90A}
PosPt=Transformer.transformer_center_tap_11=1 {FC00519F-B259-4A4E-8D06-6DB82EC25E7F}
PosPt=Transformer.transformer_center_tap_11=2 {0B2AEF46-281B-4CA8-A0AF-BB450076A9BA}
PosPt=Transformer.transformer_center_tap_11=3 {913523F2-070F-4FEB-B31E-E84F988BD70A}
Wdg=transformer_center_tap_11=1 {6ADFF3A4-0C63-4317-8411-3672F2D79A4E}
Wdg=transformer_center_tap_11=2 {94B5A6AB-0384-42C4-B14A-EAE91A961432}
Wdg=transformer_center_tap_11=3 {F25C5D6D-2149-4C3B-9BB3-027264AE5A75}
XfCore=transformer_center_tap_11=1 {6DC3E527-67AF-4409-ACE2-04DFFCEAFE41}
XfMesh=transformer_center_tap_11=1 {7DE210B1-ACA9-4B61-98B0-B2495F94515A}
XfMesh=transformer_center_tap_11=2 {ACBCB547-5C75-4A2D-943F-73F3ED108002}
XfMesh=transformer_center_tap_11=3 {04A4F87F-29A8-4D6D-9AA8-E73ADDB3302A}
34=transformer_center_tap_11=1 {88D2068E-B919-4AE1-80B7-8EE5CC731FD4}
34=transformer_center_tap_11=2 {48E3F550-13F0-41CB-8FA2-AF50F22C00E7}
34=transformer_center_tap_11=3 {9EE85C56-D0C2-4725-99CB-F5B7FE540170}
XfLoc=transformer_center_tap_12=1 {42C6F393-888C-4CD1-AAB1-3B3DD6F2E171}
PosPt=Transformer.transformer_center_tap_12=1 {F3E1A806-EAF9-4DF7-BDD9-D4C0B012DD88}
PosPt=Transformer.transformer_center_tap_12=2 {E78F9D78-BE5A-4D78-9D12-D7E24F3D70B3}
PosPt=Transformer.transformer_center_tap_12=3 {E8B5EA2F-BFAE-4B76-A2BE-677208EFA5DA}
Wdg=transformer_center_tap_12=1 {D144D97E-B9A5-4718-B45A-DCA796CC2652}
Wdg=transformer_center_tap_12=2 {7F00C578-50D0-4040-920C-C8433833581F}
Wdg=transformer_center_tap_12=3 {4CD94DB9-8B4C-44F4-966B-165A0B8D2EF2}
XfCore=transformer_center_tap_12=1 {D9862FAF-D813-4B6D-A853-4F5E45635063}
XfMesh=transformer_center_tap_12=1 {60DD70C6-39EF-4248-B91F-A1818A2D136F}
XfMesh=transformer_center_tap_12=2 {B5196130-2462-46D1-AB98-5C049732A636}
XfMesh=transformer_center_tap_12=3 {27C0092F-7B6E-46DB-9619-AB33CBA43B83}
34=transformer_center_tap_12=1 {F2D6F3E7-C49B-4B2D-AB9C-CA5F67BC60D2}
34=transformer_center_tap_12=2 {70D89877-B7FE-41FF-AFBD-CCD416843DA6}
34=transformer_center_tap_12=3 {068FC490-3FB5-4C38-BF65-461EB521DE38}
XfLoc=transformer_center_tap_13=1 {2CE7A12A-E2CE-46C6-90F2-2FC3DA67C571}
PosPt=Transformer.transformer_center_tap_13=1 {903380DE-8229-4354-BCE7-8CB3A3DB609F}
