Circuit.ieee123 {C1C3E687-6FFD-C753-582B-632A27E28507}
LineCode.602 {24F495E6-4D24-431B-AD5E-288D62EEECDA}
LineCode.603 {7032BD43-C630-4828-AB11-FE332FA7CF94}
LineCode.604 {32C1ED11-1E13-42F7-AD0B-C555DBDDBE64}
LineCode.605 {4814222F-CC7A-4F97-88B0-61E1FBC9679E}
LineCode.606 {B48EACC1-D38F-4037-B727-C6401FBDC4E8}
LineCode.607 {16E7C4DB-009E-4DA5-94BB-1FE4D1DF317E}
LineCode.721 {5E3CD175-A07A-4B9A-A9FF-D85BFC0C1577}
LineCode.722 {B5C5B95F-D899-4FBD-B312-276EA8F54673}
LineCode.723 {0EB8587A-B7CF-4E72-895B-4BA5AB4E4317}
LineCode.724 {FF670F22-F5F2-419F-A5B7-E86578E37E58}
XfmrCode.cimxfmrcode_reg2a {F47B46AC-CB7E-4D3C-986E-1E8A67487784}
XfmrCode.cimxfmrcode_reg3a {18ED85EA-471F-45EA-A268-A8E15C182338}
XfmrCode.cimxfmrcode_reg4a {456D5AD1-B60A-4EBB-A466-05E2F2F7B15A}
XfmrCode.cimxfmrcode_reg3c {8A4E9CAE-8DC1-40A7-BEFF-26D559673418}
XfmrCode.cimxfmrcode_reg4b {3E7767D1-2AC2-4665-A876-03409C1A3136}
XfmrCode.cimxfmrcode_reg4c {661ECC26-757B-467B-A9A6-6D4111F99D64}
Station=Station=1 {46CA343A-74E7-4324-B7C4-3D0A6A5DF7A5}
GeoRgn=GeoRgn=1 {482DDDE0-E5C4-4E98-9E56-BFCF886B1575}
SubGeoRgn=SubGeoRgn=1 {F26590DB-8AA3-49BA-A466-2245D9E48DDF}
CIMVer=IEC=1 {14368ABB-381B-4022-ACA5-FFD3BBC72077}
CoordSys=Local=1 {BB6C5A54-8AA3-400E-9080-592D48212281}
FdrLoc=ieee123=1 {00B5C46F-D3A0-4E0D-9342-4026A2460FED}
TopoIsland=Island=1 {55F143F5-CAE8-42DF-8906-E652F2A67A2D}
OpLimT=NormalAmps=1 {5FE53F6D-BEE4-486B-B4B3-83B6928705F7}
OpLimT=EmergencyAmps=1 {571126B5-6585-45EA-955C-9B49AF97D45E}
OpLimT=AHi=1 {A92A3AE4-3DF4-469F-BCEC-81270B3B82A7}
OpLimT=ALo=1 {973A68AD-AD12-4F31-96B7-AD6049396A43}
OpLimT=BHi=1 {89170A85-3998-416D-8ABC-82A23D5CCD71}
OpLimT=BLo=1 {B04791C8-11ED-4501-872C-25294BAA3A1E}
BaseV=BaseV_4.1600=1 {C26F5029-D0AF-4301-B8D5-7A9767B95DEE}
OpLimV=OpLimV_4.1600=1 {43032B68-0956-4F0E-A887-F2DB5FC14D0E}
OpLimAHi=BaseV_4.1600=1 {4AB2F68B-F52D-4D58-9F8C-B1D956B1F811}
OpLimALo=BaseV_4.1600=1 {7C0D134E-63C9-4955-A1BD-CCDFF06273B9}
OpLimBHi=BaseV_4.1600=1 {29728399-2A5F-431B-86BD-1F10F7ECA3AC}
OpLimBLo=BaseV_4.1600=1 {61A129AB-3C49-41CF-B6F7-5BA3709381BF}
BaseV=BaseV_0.4800=1 {45BA822F-42F8-4C58-BCDA-DF0772DEE327}
OpLimV=OpLimV_0.4800=1 {AC015844-5BAC-485C-8128-1E372F941A32}
OpLimAHi=BaseV_0.4800=1 {7C348CB5-1A2B-4B5E-A79B-7714BF5A93A6}
OpLimALo=BaseV_0.4800=1 {B5879B8E-41CA-4165-8D8C-FCC695812EAB}
OpLimBHi=BaseV_0.4800=1 {B786D16E-FF15-4024-A937-91052C785C62}
OpLimBLo=BaseV_0.4800=1 {3408F287-F276-419E-863C-63CC4C15EA5B}
Topo=150=1 {F1BB3E31-21DC-47D0-A399-4ABEE891FE20}
Topo=150r=1 {01775E3E-9627-484A-A3C3-08C466F1ACF5}
Topo=149=1 {72462C05-5BD8-4699-9C54-69F30B3D40F1}
Topo=1=1 {715B291E-0A7F-435C-B361-C1916C60FABE}
Topo=2=1 {DB44A84C-E807-4D28-BF0C-26B1AFDFB258}
Topo=3=1 {0F84B0AF-FF6D-433C-9F22-DA7E96E0B658}
Topo=7=1 {C317B5CB-0564-43B1-A2AE-69F8409F3A80}
Topo=4=1 {DEAD121D-CACD-4BFB-8AD7-958C509894B9}
Topo=5=1 {8C551DBA-1CB1-42CB-94F4-FFFC0194190C}
Topo=6=1 {A5E2C595-26F0-439C-8C84-3EC520F620B0}
Topo=8=1 {E450AC7D-802E-4D5F-B287-76B84ECDBD1A}
Topo=12=1 {20825EAC-3A6A-4B55-86A6-FC6FC78A9812}
Topo=9=1 {78756748-A148-423E-AEB0-E171B130757E}
Topo=13=1 {57DF4F26-D8B2-49AF-8C7A-1A84CBDFE60E}
Topo=9r=1 {EC577BFE-62D8-4419-9875-DA81B1FE695C}
Topo=14=1 {4B4198BF-DA43-4EAC-A0D2-AE3B5032E3C9}
Topo=34=1 {E4E0A251-191A-4E85-AF13-DBFB5C4CD45E}
Topo=18=1 {0538A2FD-86C5-4978-B7C7-A9D84A7ADC39}
Topo=11=1 {2B22DF63-5532-42A0-AD25-735EC69E8E11}
Topo=10=1 {123BE5BF-4BD6-464B-8E0F-DE093681CBE8}
Topo=15=1 {5F4C92D1-55AB-4B11-9D4A-EEA06CAA1355}
Topo=16=1 {57B76BCE-928A-48F1-9D17-EB8B6CD40D1D}
Topo=17=1 {322D9E85-30FA-43EA-A19E-6416EEB17324}
Topo=19=1 {3179AB68-FDC2-49B1-B93C-0C0B64163187}
Topo=21=1 {4FC5D195-F99E-4CB4-BF42-283C61DC4C04}
Topo=20=1 {D7C0ADBD-E60C-48F7-82C5-C0F0A8AE2F98}
Topo=22=1 {2E490368-248F-4672-B006-1A79283AAE3E}
Topo=23=1 {4AF6D632-F9ED-45DA-A5D7-F04D253C0DA2}
Topo=24=1 {29224CC5-57F8-49C1-9261-15D75DA7B52C}
Topo=25=1 {ABE7D61E-B066-4D04-AF6B-11FA1C290132}
Topo=25r=1 {9DDBC307-FE51-4F0B-BE90-3CB0F632A51E}
Topo=26=1 {A84C770E-5029-47D3-97C5-2CBE290E6742}
Topo=28=1 {A34F9E9B-4E8C-49B1-BB71-0ECF4BA20AB8}
Topo=27=1 {A6B403EA-ED0A-40B8-AE5E-6D6195555104}
Topo=31=1 {62FE4C27-9E80-4F4C-9C9B-1B3EC0498812}
Topo=33=1 {51E4C6A0-2B30-45AA-8A88-FEFB453026BB}
Topo=29=1 {4624816E-8DD9-426C-B89A-4EB927FDA84E}
Topo=30=1 {A7A976A7-C237-42D2-B986-07041C79A326}
Topo=250=1 {AF8CB11A-D40D-4C6D-9F29-EDFEDC1CDF60}
Topo=32=1 {634AC23F-522E-4B05-BDC4-7F1D3975E056}
Topo=35=1 {22671CFD-9AC0-4927-9AF2-8C47306FB2B7}
Topo=36=1 {B432DEA6-69A9-4F73-B78A-693FF810B14C}
Topo=40=1 {2E4E70AF-960E-40AF-9477-4D4CB9A12BC2}
Topo=37=1 {8D0D4AB7-67EF-4B1E-BEF0-7DB04678E2AA}
Topo=38=1 {A9D55387-C558-42B5-98A4-A1695560FDB7}
Topo=39=1 {71CF1949-B82A-41DD-A20B-F820EB6AA2A4}
Topo=41=1 {5B5716D4-3EC5-48A9-B9C0-34CD6060A953}
Topo=42=1 {215E418A-AFD1-458C-9CB9-DB62AD38A697}
Topo=43=1 {742081AE-B697-4BDF-B0F1-5FDE346B88A0}
Topo=44=1 {09BCEF35-A99E-47B0-960F-67451BB5C54B}
Topo=45=1 {25C5CC62-14C6-41BB-B2C9-1F2EB60198ED}
Topo=47=1 {309D5575-5E2A-4473-8CB1-DA7EEEA9CCFC}
Topo=46=1 {9ED042C7-D4F5-4C0A-BCD7-A4F1496E6638}
Topo=48=1 {BFC25E3A-8B8E-43FE-B50D-023B91DF0002}
Topo=49=1 {06171314-3765-42F2-AEE9-BB1E5C486733}
Topo=50=1 {9FCC574B-295C-41CE-A7C3-23448DACB3A0}
Topo=51=1 {3DBE3674-6E32-41B7-BA8C-A9873ECEFB66}
Topo=151=1 {715C4294-7397-4EE4-8A7D-9DC2A649E45E}
Topo=52=1 {20BFC885-3A0A-4E53-81B6-60059E806CF9}
Topo=53=1 {2FAFC0D3-0570-4D4E-88A2-CA624326A300}
Topo=54=1 {6A9864B4-A786-435D-8D74-0888E6675661}
Topo=55=1 {FC2D6DBB-FB2A-4227-A90D-A8BA9E11D5EA}
Topo=57=1 {A6DF3235-724C-4807-B94D-9924D6097BB5}
Topo=56=1 {249977C8-EDB6-4D7C-A8A7-4322431523CA}
Topo=58=1 {7BC12EFE-990A-4B8F-AD3D-1C9B5A38750A}
Topo=60=1 {14E0A572-14F8-45E3-9FC9-30FDF71756CA}
Topo=59=1 {B96BA12A-6C30-4FB2-BAF7-0EE8825CDE8B}
Topo=61=1 {583CD2B6-E09E-4B99-8E11-DD5A7E0BD9BA}
Topo=62=1 {7E57B9F4-ABAA-4EE8-B5C6-50B8EB5B80F5}
Topo=63=1 {8CE93F4C-0501-4775-BA10-1073BEA947E2}
Topo=64=1 {8881B329-BDD2-4ABC-9737-DC3B7F7183DF}
Topo=65=1 {23BDD96C-3FB5-4F45-8CB0-C99478FECE5A}
Topo=66=1 {5198BFD4-1415-43E4-AB88-B3B103F319DC}
Topo=67=1 {68BF58DB-CE89-456C-8052-125FA9532B57}
Topo=68=1 {17CB8B74-52F0-4B4E-9A29-B34ED4CEAD69}
Topo=72=1 {88A23296-089B-4564-9F05-F31147D7BC8A}
Topo=97=1 {6093A104-CD43-471A-A3F2-77C269C40BCE}
Topo=69=1 {364B62F9-7C6A-4CBA-9A95-F4A9F61E8BED}
Topo=70=1 {958F10BD-AA5B-435E-A312-B326DA272ABC}
Topo=71=1 {DAA88670-8587-47D5-964F-883641CA605F}
Topo=73=1 {2F63E0C9-1BCE-4B3D-9FD2-361799FEABD2}
Topo=76=1 {5DCD118A-29B4-47EC-9F80-D0AC04A8DF96}
Topo=74=1 {A6F16419-B796-42F8-9E6F-E902AAF230A8}
Topo=75=1 {B2DFBBD8-0FC3-4B33-B693-3559EE54E058}
Topo=77=1 {73CC5C17-CB29-448D-B893-1D9235B9096F}
Topo=86=1 {22486C02-AE63-4CEF-9F16-84025D60AB8D}
Topo=78=1 {2EDED4E8-4FD4-47BE-8C34-1919CAA1744B}
Topo=79=1 {60DFC973-E344-4276-8156-36FC47D6D9C9}
Topo=80=1 {7AC96833-417B-4A69-95AB-FAC7A291F538}
Topo=81=1 {02990238-94B1-4B3A-930D-A4AAC94ED095}
Topo=82=1 {9D950E1E-710E-4B6E-A05B-BD17DC1C1276}
Topo=84=1 {B5981847-03A7-4AB0-8699-497A4D003DD6}
Topo=83=1 {C62AA5EE-74C1-44C6-8958-E873441F793D}
Topo=85=1 {00592751-2040-43CC-B779-3F884E9B5AFC}
Topo=87=1 {16FC5F8F-515E-4F37-866D-1D9551344CB2}
Topo=88=1 {BD8FB40E-842A-4A9B-B5F3-D183B55FCDCA}
Topo=89=1 {6BF5C495-36CC-4F1A-B373-071AEABDB200}
Topo=90=1 {F0645420-05D8-4A4D-AE8F-8D47BF9E6156}
Topo=91=1 {9CEA564E-E3C0-4F8C-B0E1-632878FBA480}
Topo=92=1 {1C0DBEEA-D846-4804-9489-1F2F5215B951}
Topo=93=1 {1CFF0E94-A0A9-45DA-BA0D-88D475FB3B13}
Topo=94=1 {CC9769B9-25E8-4DBD-BA4F-75C30B4520EE}
Topo=95=1 {7B30D522-94E9-4BA5-9A2B-808779DB49DF}
Topo=96=1 {175E45B0-0431-4E65-B688-1D56C62390DB}
Topo=98=1 {9A7BB1C6-8924-4851-98A4-CA4FEA87F582}
Topo=99=1 {64134D01-6C7C-42AB-9240-9BCA1139269C}
Topo=100=1 {8F05363E-B3D0-45B7-80E4-CEDCA11F3C97}
Topo=450=1 {27B0A982-B15B-41B1-82F5-6D999CBA7BBD}
Topo=197=1 {FC40E0D4-0431-4370-9E80-BA89420CCC41}
Topo=101=1 {8DDBA10D-6B3D-4F73-9530-EA3BE15B6825}
Topo=102=1 {BECD79FD-1E04-44A1-8915-B045CD2E36BF}
Topo=105=1 {F9B1D2AD-DD85-469A-A641-160B7E48A0BB}
Topo=103=1 {E86B5957-83FC-4B45-B09D-C2811A6929B8}
Topo=104=1 {1310D1D8-D68D-44A9-83A5-95CEC1288E0A}
Topo=106=1 {7E6E0F01-6449-4479-8E1F-871C901360CB}
Topo=108=1 {4272B7FE-6664-48D1-B2D0-DC3051808D9A}
Topo=107=1 {A2271B91-15E6-48FF-9A8E-B1C024DF5117}
Topo=109=1 {81A02584-63CF-40AE-B6F2-50398D63359A}
Topo=300=1 {8A7FC451-C871-450F-9D0C-EDBAC5091287}
Topo=110=1 {0FE4013B-8637-4948-B3BC-545F2A322990}
Topo=111=1 {10ED0BAB-669B-46B8-9917-1F769D95C3F9}
Topo=112=1 {23513C0A-BE3F-4778-ACA2-4A67F9825F4E}
Topo=113=1 {B51A1444-D45B-45ED-AC71-86B52C89EEBF}
Topo=114=1 {AD27074D-07EE-4FB5-AC60-6BC8D171EF6D}
Topo=135=1 {E4F955CC-1DB5-4FB3-94F9-46AB0DA3B437}
Topo=152=1 {835FD27D-B4E7-42BF-9875-DC0B1188D5B3}
Topo=160r=1 {4A563EF3-2D5B-411C-8ADE-D1E317E815D3}
Topo=160=1 {FA910B0E-7DD7-4048-B112-2ACD3A257CF4}
Topo=61s=1 {7A752027-BEC7-4564-A47E-3F9CCCA8174E}
Topo=610=1 {C6ADE710-EAE9-437F-8111-CB53BB0C281E}
SrcLoc=source=1 {D6DF628D-D23F-45A5-B944-65AFA450B156}
25=source=1 {CD492C6F-4561-4E41-90B7-6659EDE859D2}
PosPt=Vsource.source=1 {41405DB6-68C2-4772-9BBC-2CA7C9C0A051}
CapLoc=c83=1 {8E7AEC77-0B05-47A9-B276-D25D7AACC49A}
106=c83=1 {6A1D377B-AB36-4434-908F-FDF112D5E523}
OpLimI=OpLimI_112.4_149.9=0 {6451C726-96A3-4466-89DC-C1BBD4EDEE79}
PosPt=Capacitor.c83=1 {D7D38CB7-85E1-4753-B362-C5A181B5A8D2}
CapLoc=c88a=1 {D06215DE-58A0-4CFC-BA79-3B059D32CA7F}
CapPhase=c88a_A=1 {AB8CBC04-B28E-4AE1-95C1-357967C8A0F2}
106=c88a=1 {CEFF1B01-52F5-4D0B-8944-2D4F4074CB31}
OpLimI=OpLimI_28.1_37.5=0 {84629997-4FF3-44B0-A370-3AADC09F7B43}
PosPt=Capacitor.c88a=1 {27373DF6-78EB-4CCD-8E5C-82C3C5A9CC4D}
CapLoc=c90b=1 {CE7737C1-45F3-483F-8A64-5D2D7074ED7B}
CapPhase=c90b_B=1 {68304A3C-31A9-455D-A346-EED0EA01F9D1}
106=c90b=1 {44DD50FB-3B06-43F4-8109-A4713BD2D57A}
PosPt=Capacitor.c90b=1 {E18269CC-B057-42A3-BF22-CB0DEC98B7FC}
CapLoc=c92c=1 {A57616AD-93BB-4B6D-8A7E-743CD74BCE4D}
CapPhase=c92c_C=1 {DBFC90AE-2FF5-42B2-A086-2A41C86A3296}
106=c92c=1 {81D6A2BD-50E4-415F-B97F-90A50F270091}
PosPt=Capacitor.c92c=1 {77057B30-BEA2-4B78-9A9C-9C53237CC8F4}
TankInfo=cimxfmrcode_reg2a=1 {F47B46AC-CB7E-4D3C-986E-1E8A67487784}
TankInfo=cimxfmrcode_reg3a=1 {18ED85EA-471F-45EA-A268-A8E15C182338}
TankInfo=cimxfmrcode_reg4a=1 {456D5AD1-B60A-4EBB-A466-05E2F2F7B15A}
TankInfo=cimxfmrcode_reg3c=1 {8A4E9CAE-8DC1-40A7-BEFF-26D559673418}
TankInfo=cimxfmrcode_reg4b=1 {3E7767D1-2AC2-4665-A876-03409C1A3136}
TankInfo=cimxfmrcode_reg4c=1 {661ECC26-757B-467B-A9A6-6D4111F99D64}
XfInfo=cimxfmrcode_reg2a=1 {BD1B2E43-3AD7-4B51-BB3C-466116AC2F2F}
WdgInf=cimxfmrcode_reg2a=1 {50EB354F-815D-467A-AC5C-5428034644EA}
WdgInf=cimxfmrcode_reg2a=2 {607B2334-D6D4-4A39-9845-8EB38FA39DEB}
OcTest=cimxfmrcode_reg2a=1 {1D202B97-5E02-4C7D-BE79-BB583DA38564}
ScTest=cimxfmrcode_reg2a=1 {8B529859-A434-480F-842E-DDC6EB5E43A5}
TankAsset=cimxfmrcode_reg2a=1 {B7E4CF3C-DE22-4B9D-89AE-86D075632D82}
XfInfo=cimxfmrcode_reg3a=1 {A60F0454-8108-4FDE-B1CB-9064956C77B5}
WdgInf=cimxfmrcode_reg3a=1 {37F343F8-C7C4-4AD2-93EB-DA9652FE9DFA}
WdgInf=cimxfmrcode_reg3a=2 {9B4FE541-0FF7-4020-A292-65D82CD75857}
OcTest=cimxfmrcode_reg3a=1 {AA018926-B6B7-4754-89DD-EA78F5CE0903}
ScTest=cimxfmrcode_reg3a=1 {5DF9E74A-6A50-4917-8D74-C458E34CB4DC}
TankAsset=cimxfmrcode_reg3a=1 {6403438B-C81B-40CF-8804-72D3368261B1}
XfInfo=cimxfmrcode_reg4a=1 {84D47606-F97B-489E-9E67-663FE8560B73}
WdgInf=cimxfmrcode_reg4a=1 {9995EE8D-6313-4100-8CBA-56D90FBB912F}
WdgInf=cimxfmrcode_reg4a=2 {AF565356-9CE1-4DD9-B5C9-72CA04A027AE}
OcTest=cimxfmrcode_reg4a=1 {948B5498-EC49-4FAD-AE2E-59E56E012171}
ScTest=cimxfmrcode_reg4a=1 {511DFACD-CC47-4A63-914D-3A22FA0924D3}
TankAsset=cimxfmrcode_reg4a=1 {AEE118D9-B9BD-4B0E-B499-633733CFE18D}
XfInfo=cimxfmrcode_reg3c=1 {6DF3A743-3FD1-413E-9721-E07A162F70F0}
WdgInf=cimxfmrcode_reg3c=1 {0776B08E-896F-47BC-A44B-F8D00C5C6246}
WdgInf=cimxfmrcode_reg3c=2 {4A05D544-8621-4CD9-B8C1-931184E85823}
OcTest=cimxfmrcode_reg3c=1 {3969FCAD-FEBF-402B-9F3B-A001FD9B32DE}
ScTest=cimxfmrcode_reg3c=1 {30D972D3-2A73-4099-B66C-266DD51C681B}
TankAsset=cimxfmrcode_reg3c=1 {13A2A720-F9CB-4B0A-96BB-3DB54FA38C8D}
XfInfo=cimxfmrcode_reg4b=1 {2BE50313-0FFD-4EB2-AA10-27A92CA019BC}
WdgInf=cimxfmrcode_reg4b=1 {C7177D72-C4CE-44EB-8B0E-048D044BF3D8}
WdgInf=cimxfmrcode_reg4b=2 {ED1C4F4C-3F6C-4C50-8304-0FE3BB04665F}
OcTest=cimxfmrcode_reg4b=1 {02EF4A15-B2D9-4989-9D72-BB5F128B14A9}
ScTest=cimxfmrcode_reg4b=1 {D695D58B-D5F5-48FB-81F4-A3ACAFF3385A}
TankAsset=cimxfmrcode_reg4b=1 {C96FBE9D-41F5-477E-BC82-C93097272E7F}
XfInfo=cimxfmrcode_reg4c=1 {EEDB846A-B85D-4EA4-B153-309A940D7357}
WdgInf=cimxfmrcode_reg4c=1 {CB947501-B37B-473C-8846-8DA1E9E4612C}
WdgInf=cimxfmrcode_reg4c=2 {3E0A12B1-8772-4D26-9587-29C39C8FBBDE}
OcTest=cimxfmrcode_reg4c=1 {713BC5A6-49A7-4FB9-A9B3-321697051C6E}
ScTest=cimxfmrcode_reg4c=1 {3EDE625F-BA49-41EB-95F2-704F6D5B141C}
TankAsset=cimxfmrcode_reg4c=1 {89633390-99A9-4C8E-9C0F-EE3728617181}
Bank==reg1a=0 {9DA10945-2EDC-43C9-A748-B079D826B0DB}
Bank==xfm1=0 {D16A0CBB-DE18-4820-BDF5-DA651A688285}
Bank=reg2=0 {8ABD7FA9-DD4A-44A0-AC71-E423F050B0CE}
Bank=reg3=0 {8F6B28EE-C00B-4274-8CF4-FAE50E9AF9EF}
Bank=reg4=0 {B89A2F76-07E6-4BC5-86FD-FC2B400B09D8}
XfLoc=reg1a=1 {DC79114D-74F2-4539-A7BE-882BC46F487B}
PosPt=Transformer.reg1a=1 {197B14F1-8429-4377-981D-BFE98ACDEEC7}
PosPt=Transformer.reg1a=2 {B7C516F5-DC03-4446-A42C-A075C9A6E018}
Wdg=reg1a=1 {DB05A00A-58A9-4BCE-801D-CFED45FF5AC6}
Wdg=reg1a=2 {08F493AE-2410-4C26-A2B4-66C0B2BEE69A}
XfCore=reg1a=1 {975D80D8-35EF-4F5B-9E6B-FDF91E2A678A}
XfMesh=reg1a=1 {07C7786D-FBE4-4AF4-839F-622507ACE341}
34=reg1a=1 {7754FCF1-DEB1-4903-A338-B348690C56BD}
OpLimI=OpLimI_763.3_1040.9=0 {3332E917-197E-40AB-B545-BF0D2FFC757A}
34=reg1a=2 {F71E40A0-5412-4D20-8A8A-5591D12299B4}
XfLoc=xfm1=1 {F86A1AA1-31DB-400F-B69F-63EE18C42BEF}
PosPt=Transformer.xfm1=1 {86175139-12BB-4BC2-9AA5-692665221D9F}
PosPt=Transformer.xfm1=2 {5CA65061-309B-452D-B3B8-8DD91441831D}
Wdg=xfm1=1 {9835119C-7984-4E3C-A4BE-701C9E132C74}
Wdg=xfm1=2 {C503CF19-A759-4ED6-8708-5538ED327D6E}
XfCore=xfm1=1 {A5AF639C-84EB-482E-81D1-FCE9DF45396F}
XfMesh=xfm1=1 {2F543116-E43F-4240-BCD0-4D0150C2887F}
34=xfm1=1 {C66B410B-B7ED-4823-A5B8-593AC6787A59}
OpLimI=OpLimI_22.9_31.2=0 {F4BF32FD-02F3-4B9E-8A0A-DFF8A49FADDF}
34=xfm1=2 {1E8F215A-8006-47A7-9837-4AB2D8F631C9}
XfLoc=reg2a=1 {89A034CF-A07F-407C-A956-FA0B5C013D14}
PosPt=Transformer.reg2a=1 {689B3A43-EAFA-4422-A1B5-33D5661C7A04}
PosPt=Transformer.reg2a=2 {36A7F0E1-BC30-4D11-9433-A85ABE17B01F}
Wdg=reg2a=1 {5B943692-31C9-4B20-BE68-1AE324A12B20}
Wdg=reg2a=2 {71EF31BE-8D68-4411-B6FC-83463F2E4978}
XfCore=reg2a=1 {8A70020D-7624-494D-B7EB-DE6A670B4217}
XfMesh=reg2a=1 {2967DF50-8224-415C-B3BD-F408E2AFC8AD}
34=reg2a=1 {D1484D06-11FF-4339-AB8E-B3886C8964E3}
OpLimI=OpLimI_915.9_1249.0=0 {837E83B4-D7F9-4E47-8D26-25CBCBF40CF1}
34=reg2a=2 {D0B5C898-BA7F-4C34-8CDD-9F9742567D4F}
XfLoc=reg3a=1 {37B0D437-70A4-4062-A883-8AA4A6AC0072}
PosPt=Transformer.reg3a=1 {4753D3BB-4C84-49C8-BEE5-DD175FA45F9F}
PosPt=Transformer.reg3a=2 {BC39F5DB-4DB0-4017-A9EE-DACF0FD84D26}
Wdg=reg3a=1 {174DB0FA-A2F2-4401-A622-C5404D191982}
Wdg=reg3a=2 {083108B3-297C-41F1-95B0-0F4F4D3C7384}
XfCore=reg3a=1 {2EAE78ED-B0A3-4B46-8FA2-9C4EBC51DE88}
XfMesh=reg3a=1 {AEA9D14A-2F9E-4113-B2E2-69CE6E444DC2}
34=reg3a=1 {22E9EDB9-222D-4AC1-9BF6-A81E9422F1ED}
34=reg3a=2 {A387FD72-0D9B-401C-A27C-258AE0BCD50E}
XfLoc=reg4a=1 {894965E3-FACF-46C2-A724-A6651D2C6744}
PosPt=Transformer.reg4a=1 {7E8AA3CC-2BDF-4CAD-8A71-CDE1EAFF9E05}
PosPt=Transformer.reg4a=2 {21EB3536-991F-486F-8C5C-F676DD075B17}
Wdg=reg4a=1 {2F75A917-FAF7-44A4-BFDE-E421E93C7DF8}
Wdg=reg4a=2 {3D40A7D1-409B-4312-87E8-019E00DDD905}
XfCore=reg4a=1 {9C2F2108-CD60-494F-AF7C-F96953926BE3}
XfMesh=reg4a=1 {3BF46E9C-6ED6-4909-BC5F-644BD19EA1C9}
34=reg4a=1 {022688D2-4E02-435C-B32A-AB1978DEEAEC}
34=reg4a=2 {4FE5A188-19C2-4BDC-879B-7B91C666CF89}
XfLoc=reg3c=1 {2B490E2F-33F1-473B-A82C-9449DCB99859}
PosPt=Transformer.reg3c=1 {64C8F595-3AF5-41E6-926B-481AFF324DB2}
PosPt=Transformer.reg3c=2 {9B7A74A3-2D8B-448B-B289-77E3363B5750}
Wdg=reg3c=1 {A675F940-CA99-4F23-86D8-108A435A06EA}
Wdg=reg3c=2 {D75EDED9-FF21-4A19-947C-C474AFAE4630}
XfCore=reg3c=1 {C056358C-BAAF-46E3-91BD-8554AB5BC9EB}
XfMesh=reg3c=1 {62626F6E-7BE4-4325-88C0-1872D764F4FA}
34=reg3c=1 {61CB924B-EC3B-495C-8358-61A1B2C0F9A9}
34=reg3c=2 {52A91586-974A-44D6-9932-A1D03DBD4213}
XfLoc=reg4b=1 {B8B6F983-63D3-45C8-9B40-72783544ACC2}
PosPt=Transformer.reg4b=1 {8388C461-B554-4818-8548-56850197CF4C}
PosPt=Transformer.reg4b=2 {E5BDAC46-8EB7-4463-9580-108EFC872116}
Wdg=reg4b=1 {42CDDE76-06FD-478A-9BED-C2D6082BED90}
Wdg=reg4b=2 {AD2DB024-2B4D-464E-8C7C-34FD049F5B09}
XfCore=reg4b=1 {13CD90A0-AB68-47C5-A42A-9F680A240B06}
XfMesh=reg4b=1 {C6498273-F854-49BB-A75E-6C8E44272780}
34=reg4b=1 {2C601BAB-4914-437C-BEC0-AF00AE465889}
34=reg4b=2 {632AD8E0-869B-4627-A6A2-D8CA1626B64A}
XfLoc=reg4c=1 {34F4F487-2436-4E8B-99EC-070AC21E5845}
PosPt=Transformer.reg4c=1 {D7B7DDF5-6910-4D27-A59A-EDFE974B33B2}
PosPt=Transformer.reg4c=2 {92DA2E1A-4A5D-4043-8218-A87AE4AEFD22}
Wdg=reg4c=1 {0A5B3685-C388-4660-895E-CF1A6CF2B379}
Wdg=reg4c=2 {C09216D6-CF5C-4CDC-8F55-4F5232E07164}
XfCore=reg4c=1 {F9531B00-2A4A-45C6-829A-601EF5F6F179}
XfMesh=reg4c=1 {6757E203-3701-4CAB-80EE-E9A709A50617}
34=reg4c=1 {EBCAA553-9348-4821-98E6-EAE84D2E5CAE}
34=reg4c=2 {9D0BA984-0B4E-49DB-BD73-AB69F7A18FFE}
TapInfo=creg1a=1 {27A3A9CA-7F4B-41AC-9625-A1E7601EA8AA}
TapCtrl=creg1a=1 {D52818EB-6C32-433B-A8AB-2414CCC930D1}
TapAsset=creg1a=1 {37EAE15E-D81A-4E11-A990-8789E66C778E}
TapInfo=creg2a=1 {B76C24D3-80E6-46CB-9D02-A152262D7A0F}
TapCtrl=creg2a=1 {8783D5E3-A08A-4C02-9944-7E957EDFD20D}
TapAsset=creg2a=1 {6B571EF6-0B3B-4D98-B213-52073037308D}
TapInfo=creg3a=1 {BFD420FA-61D6-47FD-AAC2-B4C6BE57B02F}
TapCtrl=creg3a=1 {DAB5601C-B2F7-4F29-97F1-8926AA55F5F4}
TapAsset=creg3a=1 {55EB79E3-A18E-4041-9058-C40576DBE3D2}
TapInfo=creg3c=1 {55F82A72-1107-49AE-A81F-0F409D901A66}
TapCtrl=creg3c=1 {0B23D936-30EF-4814-9C0F-5BE88469884E}
TapAsset=creg3c=1 {2F73DF4D-81EF-4FC0-9C7E-9C0BAA4F1015}
TapInfo=creg4a=1 {F523EBBF-5CBC-4B8C-B5EE-1AF89540EEE4}
TapCtrl=creg4a=1 {9B13DDC2-F80A-4985-94CE-51384AD3EE03}
TapAsset=creg4a=1 {3A925B46-FCE8-4E76-BF91-04FFA43CA516}
TapInfo=creg4b=1 {4C457BC9-3BD1-41DA-A98A-52A770D28162}
