Circuit.ieee123transactive {503D6E20-F499-4CC7-8051-971E23D0BF79}
Topo=s_node_111_a=1 {F5483DA8-6158-4CB5-B2A9-80A8EA175642}
Topo=house_agg_3_a_1_node_111_1242=1 {A6824AE6-2886-4E01-A70D-6CE2F17BEE7F}
Topo=house_agg_3_a_2_node_111_1243=1 {E92A0C5D-91D3-4D4B-ABE3-6CC0EB0A32A8}
Topo=house_agg_3_a_3_node_111_1244=1 {D68D21A9-021D-4F63-8DDA-68B068618DC4}
Topo=house_agg_3_a_4_node_111_1245=1 {D2B179DD-E576-47BC-9D19-1AE09DAE4CD1}
Topo=house_agg_3_a_5_node_111_1246=1 {12DD092D-ED7B-4F7C-B933-FE24292F0608}
Topo=house_agg_3_a_6_node_111_1247=1 {DF8291D6-CD42-4C60-B9EB-CE343B8CCA0D}
Topo=house_agg_3_a_7_node_111_1248=1 {48734FA1-4D4B-4BC0-82B7-C4906F191C79}
Topo=house_agg_3_a_8_node_111_1249=1 {99DD0E65-0642-4687-B61C-E424B6541868}
Topo=s_node_112_a=1 {258A522F-18BB-4FEE-B3A1-B466E6C72836}
Topo=house_agg_3_a_1_node_112_1250=1 {D405EBDD-2538-4277-A3E1-E0F319D02518}
Topo=house_agg_3_a_2_node_112_1251=1 {2F8A7E59-4F9E-4DC5-9559-8710195EFE91}
Topo=house_agg_3_a_3_node_112_1252=1 {F841D84D-0D25-48FA-B0B2-9DBA7821CFED}
Topo=house_agg_3_a_4_node_112_1253=1 {EF5FB1C3-5494-4E48-A25A-72A367F9895F}
Topo=house_agg_3_a_5_node_112_1254=1 {C1B45356-2483-4F84-8099-D8D1A7EE22BC}
Topo=house_agg_3_a_6_node_112_1255=1 {22793E60-61EF-462B-A526-6D0C4CB1EDE8}
Topo=house_agg_3_a_7_node_112_1256=1 {327FFC1F-2666-4ED3-8A48-4D70748383EC}
Topo=house_agg_3_a_8_node_112_1257=1 {66A836C3-D3A4-45B4-BD27-18B753DFAA6F}
Topo=s_node_113_a=1 {3E4990FB-6FD5-4148-BEE1-C7CADD5707B7}
Topo=house_agg_3_a_1_node_113_1258=1 {DF30A395-AD4F-4705-B2FE-65F199E6A320}
Topo=house_agg_3_a_2_node_113_1259=1 {4DD45D9F-F693-4E27-88B5-EB024159DEFC}
Topo=house_agg_3_a_3_node_113_1260=1 {EFCD0A84-C524-4EB5-8D3F-362EF6F0A2F3}
Topo=house_agg_3_a_4_node_113_1261=1 {26399E4B-52EB-4458-AD1C-03270F3CCF21}
Topo=house_agg_3_a_5_node_113_1262=1 {D0E83947-9294-4E41-A171-000EC4218F86}
Topo=house_agg_3_a_6_node_113_1263=1 {1E4F5B14-DA36-41B8-8240-BC5B1216F50E}
Topo=house_agg_3_a_7_node_113_1264=1 {FAF7700D-7DC0-48EE-8249-ADD995E10EE2}
Topo=house_agg_3_a_8_node_113_1265=1 {167B8656-13CD-4117-8DA0-34BF5E235B3A}
Topo=house_agg_3_a_9_node_113_1266=1 {DD1F9F65-55AE-4E1E-98DF-5CB9BA9573D8}
Topo=house_agg_3_a_10_node_113_1267=1 {EAE787A1-B1AF-4DDD-AD9E-3B6736CA05D1}
Topo=house_agg_3_a_11_node_113_1268=1 {532AA662-25CE-45DC-977C-53C69F597E38}
Topo=house_agg_3_a_12_node_113_1269=1 {06E48520-4925-47D0-AC9C-9CF98798728B}
Topo=house_agg_3_a_13_node_113_1270=1 {FFABD470-1A32-43E4-AB87-8A83E4947689}
Topo=house_agg_3_a_14_node_113_1271=1 {29FF0F56-18AB-4A32-A003-E877E7062076}
Topo=house_agg_3_a_15_node_113_1272=1 {B63F7BEE-3812-4675-840E-589B097BCA40}
Topo=s_node_114_a=1 {2C5BA821-2E8F-4B97-AC77-489A4FE03BD5}
Topo=house_agg_3_a_1_node_114_1273=1 {084DFD4B-8242-4959-8088-1B2AC92F5F94}
Topo=house_agg_3_a_2_node_114_1274=1 {440B9E3F-2B1C-4DD1-AE6E-E6BF6E7B792D}
Topo=house_agg_3_a_3_node_114_1275=1 {8953F6BC-091B-4D6E-80CD-A9ACD978535E}
Topo=house_agg_3_a_4_node_114_1276=1 {086BA54C-A53C-4BDD-8AD6-3E8BA1512410}
Topo=house_agg_3_a_5_node_114_1277=1 {4D1C4F68-E75B-46D5-9426-093616B956E2}
Topo=house_agg_3_a_6_node_114_1278=1 {14F68A12-ED4D-429D-8E78-10E5C554660B}
Topo=house_agg_3_a_7_node_114_1279=1 {2055FD33-9376-48BB-901B-9E2780667D34}
Topo=house_agg_3_a_8_node_114_1280=1 {0EE3DA52-67F0-44CB-BCFE-E567055C6170}
Topo=node_610=1 {AFBF02C7-480D-4EC8-AE9B-A130177E60D1}
Topo=dg_7=1 {FA96D3B7-F8A4-49AB-AD93-E5CFCC1D1418}
Topo=dg_18=1 {A2E1511C-DD70-4022-85FF-B18FCAE90D24}
Topo=dg_56=1 {C6B72E31-4749-4CA5-84A6-8A0B6A33B5F3}
Topo=dg_57=1 {15496318-7F3A-44C9-A5C5-F4EAF2B170FE}
Topo=dg_152=1 {BAA82AD9-D3F2-4B25-BF41-3AFFC1FDFC0B}
SrcLoc=source=1 {AE4AEE75-85CD-4862-8B63-913F2D860487}
25=source=1 {24C6D2F8-DC6A-4728-94B3-7B3144E9E12E}
PosPt=Vsource.source=1 {9B73E77F-B507-49F4-998D-72AF1BB07F52}
CapLoc=cap_c88a=1 {04B0A46C-1418-40D2-A033-8A6B22007ABF}
CapPhase=cap_c88a_A=1 {2C526A09-161B-427D-B7E8-C0C7D5C69388}
106=cap_c88a=1 {BAC64BD0-26B5-461F-B604-6C1E1FB23DEF}
OpLimI=OpLimI_28.1_37.5=0 {F1F5224B-6CE7-416B-8C9E-70489D57B957}
PosPt=Capacitor.cap_c88a=1 {D49CEB34-900A-4A2E-8A9E-D3D7BDE49F68}
CapLoc=cap_c90b=1 {4CC851F8-D63E-45F9-B4F1-2E59402AD149}
CapPhase=cap_c90b_B=1 {C1F47957-1C26-4941-848F-BB7C23415677}
106=cap_c90b=1 {6DB8EF15-7662-4E4A-B2B9-D0F54E74369A}
PosPt=Capacitor.cap_c90b=1 {541A647F-E6B1-49C8-A6C1-37F9BC5810C5}
CapLoc=cap_c92c=1 {073B02BE-3637-461C-94EF-94CEB48811D8}
CapPhase=cap_c92c_C=1 {28FCA3B5-4918-4151-8A57-CCAB3004EF35}
106=cap_c92c=1 {B06E8DE2-1234-454C-AD3B-E69FDD88D1A4}
PosPt=Capacitor.cap_c92c=1 {2856E81B-F04F-4D5E-8411-284914D93CD5}
CapLoc=cap_c83=1 {82A8C1C1-7E71-4525-B5A1-F07E899C3A83}
106=cap_c83=1 {B61EB90D-5E2F-40AC-8ADF-E9B6A8E7FFB5}
OpLimI=OpLimI_112.4_149.9=0 {C6C9141E-3898-4B74-BEE6-905C90D5F982}
PosPt=Capacitor.cap_c83=1 {66AD922F-B005-481F-8A6D-D428CD3375BC}
TankInfo=cimxfmrcode_reg_reg4_a=1 {FE7AF8C2-5406-4FEE-9938-1FF67B688A97}
TankInfo=cimxfmrcode_reg_reg4_b=1 {3C1E6685-1504-4F8B-B5A6-4303FBCA8DED}
TankInfo=cimxfmrcode_reg_reg4_c=1 {3DE7FA9F-D0E1-46FF-B191-CDFBA445FF95}
TankInfo=cimxfmrcode_reg_reg3_a=1 {20D174B4-6EEB-4A04-A209-A6115BD05777}
TankInfo=cimxfmrcode_reg_reg3_c=1 {962A01EA-BA7E-4983-B5D4-0037502B94E1}
TankInfo=cimxfmrcode_reg_reg2_a=1 {ED22DCF5-CC0B-4438-AE69-09AFBA9689BC}
XfInfo=xfcode_xcon_reg1a=1 {8068652E-A892-4CED-AA9C-D2A82B5FC7EF}
WdgInf=xfcode_xcon_reg1a=1 {20A2AB16-0B89-4865-B37F-4406DE0A46B8}
WdgInf=xfcode_xcon_reg1a=2 {08EC781E-A318-435A-8EBF-067205F1683D}
OcTest=xfcode_xcon_reg1a=1 {AC0740E1-CF27-4B57-9A19-06A0CABED074}
ScTest=xfcode_xcon_reg1a=1 {3AECC5D9-9F7A-4DE9-850A-C86B457F3CA7}
TankAsset=xfcode_xcon_reg1a=1 {FFE04C1D-8E21-4089-BDBC-D5BB1BBA8491}
XfInfo=xfcode_xcon_xfm1=1 {7BCFBAC2-A82A-482A-B44D-259144E80A75}
WdgInf=xfcode_xcon_xfm1=1 {300B385D-A111-423C-ABDF-24171BE08268}
WdgInf=xfcode_xcon_xfm1=2 {DE61A45A-C71E-475A-9089-3A72C5F9BFBA}
OcTest=xfcode_xcon_xfm1=1 {FDB3585F-D1FE-4BDB-B09B-7571055095CD}
ScTest=xfcode_xcon_xfm1=1 {22E88B3A-BC50-44C1-BE5F-8CACE9156CF3}
TankAsset=xfcode_xcon_xfm1=1 {5AD88915-1940-4271-9B8E-C7312D708FA1}
XfInfo=xfcode_xcon_ct50=1 {1972EF20-9894-47BB-B61A-66D4EBD8806E}
WdgInf=xfcode_xcon_ct50=1 {1E3E4A05-F193-4993-A222-7EBE77204506}
WdgInf=xfcode_xcon_ct50=2 {D2A8B045-66EE-47FF-84CD-3DCC493F3774}
WdgInf=xfcode_xcon_ct50=3 {0A02CA17-EC8A-43F7-97B7-C1E3FDD714B9}
OcTest=xfcode_xcon_ct50=1 {C35B0C73-FAB1-450D-BAA2-A55E5C832F45}
ScTest=xfcode_xcon_ct50=1 {4E977FAD-2DFB-431F-9F6C-6FB670C40188}
ScTest=xfcode_xcon_ct50=2 {59A38E5C-3899-4637-A9CD-BCCDBC2C1BEE}
ScTest=xfcode_xcon_ct50=3 {A7DDB913-5643-4F93-B15F-A155025C8620}
TankAsset=xfcode_xcon_ct50=1 {1E9AF7BD-4D50-4102-B960-E8589C2A2B7D}
XfInfo=xfcode_xcon_ct100=1 {9DBC9C37-3586-48B3-9CC2-446B73399F82}
WdgInf=xfcode_xcon_ct100=1 {39943D73-B795-484C-B99F-2FEBB2D1FE05}
WdgInf=xfcode_xcon_ct100=2 {6A2B2FB3-BCBF-4E0C-BEEA-748F344C1928}
WdgInf=xfcode_xcon_ct100=3 {D06E4F96-A0D0-4C8E-A5B1-FC855B08CD5B}
OcTest=xfcode_xcon_ct100=1 {F1EC31BB-96CE-471F-B36A-87D579B087D7}
ScTest=xfcode_xcon_ct100=1 {94B78B76-5472-404A-9BF0-3F8258BFA5E8}
ScTest=xfcode_xcon_ct100=2 {D1DCA481-B790-4954-8E90-3A2E11D9B8F8}
ScTest=xfcode_xcon_ct100=3 {CDAD49D4-E90E-4F44-9080-179A5FF41849}
TankAsset=xfcode_xcon_ct100=1 {9C689D20-1330-47D9-AFCC-ECE9E89C79A9}
XfInfo=xfcode_xcon_ct25=1 {3E959C45-2509-4CA3-8585-9D58DE90E5D6}
WdgInf=xfcode_xcon_ct25=1 {192C1A66-A05D-42D1-B22B-3E4011F4F1BA}
WdgInf=xfcode_xcon_ct25=2 {73EC5C5D-AC50-42FD-93F6-A15CB7428261}
WdgInf=xfcode_xcon_ct25=3 {4FD76CFD-C1EA-4BD7-A66B-6ED74BC12181}
OcTest=xfcode_xcon_ct25=1 {73E32354-4545-46FB-894B-C0A1A8826004}
ScTest=xfcode_xcon_ct25=1 {8F2FF52E-45C3-495F-8FA8-8B093AE2416E}
ScTest=xfcode_xcon_ct25=2 {6F545617-6389-43BB-BD0C-5C2A1AA7DF29}
ScTest=xfcode_xcon_ct25=3 {3A6B2E7A-2156-4EBC-BB19-AA8D93EE4363}
TankAsset=xfcode_xcon_ct25=1 {674122A5-36E7-4423-89C7-59318E117FF5}
XfInfo=cimxfmrcode_reg_reg4_a=1 {8530F951-042A-4F13-96D3-9EACD788A394}
WdgInf=cimxfmrcode_reg_reg4_a=1 {B4566549-0D6E-4931-B1C5-C85C071C3452}
WdgInf=cimxfmrcode_reg_reg4_a=2 {1E40B8E5-1E0B-45C1-B364-826DCFEB208F}
OcTest=cimxfmrcode_reg_reg4_a=1 {D3E69B33-779D-42C4-90D0-4A9B645AFD93}
ScTest=cimxfmrcode_reg_reg4_a=1 {7DE983E8-479D-4322-87FA-0594E1326829}
TankAsset=cimxfmrcode_reg_reg4_a=1 {AD0519F3-CBCB-4648-BC42-7B56F49C501C}
XfInfo=cimxfmrcode_reg_reg4_b=1 {1F838198-0B4A-4E78-9192-755A882C5E00}
WdgInf=cimxfmrcode_reg_reg4_b=1 {0CBA4A43-7E95-437F-B863-2ACEF8B0CD5D}
WdgInf=cimxfmrcode_reg_reg4_b=2 {86960724-CD17-422A-80E2-A5703EE5A467}
OcTest=cimxfmrcode_reg_reg4_b=1 {E94BACA9-43EE-49B7-BD7A-4B25701E041B}
ScTest=cimxfmrcode_reg_reg4_b=1 {70B3D090-858E-4EE1-B118-7E31D8323B07}
TankAsset=cimxfmrcode_reg_reg4_b=1 {A620ED32-14BB-4772-AEA8-95ECF8C82D61}
XfInfo=cimxfmrcode_reg_reg4_c=1 {0C01E13D-A21E-402E-96C9-6BF05F1436B3}
WdgInf=cimxfmrcode_reg_reg4_c=1 {8DBB2498-4FEC-4AE3-B11B-070034EBE24C}
WdgInf=cimxfmrcode_reg_reg4_c=2 {5281A0E8-E310-429E-8921-6D41FC9E5A41}
OcTest=cimxfmrcode_reg_reg4_c=1 {E2E43931-9BC8-4C08-BAAF-29AF02703C10}
ScTest=cimxfmrcode_reg_reg4_c=1 {263EF663-4D9E-4925-BBB7-F4C89E9B57E3}
TankAsset=cimxfmrcode_reg_reg4_c=1 {05F1AA1E-4E84-439A-8F1D-E1FB0F61A49F}
XfInfo=cimxfmrcode_reg_reg3_a=1 {E4D452CF-5184-4890-B23C-BEA1E1EC3486}
WdgInf=cimxfmrcode_reg_reg3_a=1 {99D8B353-3AC6-4A9B-8ADE-B7AFCAD95889}
WdgInf=cimxfmrcode_reg_reg3_a=2 {03ADC5E4-E675-4312-B3DD-F7041D55855B}
OcTest=cimxfmrcode_reg_reg3_a=1 {1B674C48-79D7-4D6A-8B45-4C114D6D125E}
ScTest=cimxfmrcode_reg_reg3_a=1 {8664E596-C94C-4FED-A7EC-D4DBC72C5C3F}
TankAsset=cimxfmrcode_reg_reg3_a=1 {582FA462-71E6-4C49-B4DD-52F6371FE256}
XfInfo=cimxfmrcode_reg_reg3_c=1 {677B79FB-E200-4ED5-86F9-990FC07C9E1F}
WdgInf=cimxfmrcode_reg_reg3_c=1 {2E0C561B-E289-4E5F-95FB-F156A48BC84D}
WdgInf=cimxfmrcode_reg_reg3_c=2 {499B43E4-92E1-482D-A3A3-A2BE4BAA52C3}
OcTest=cimxfmrcode_reg_reg3_c=1 {7C218C67-F53C-4A63-AC0D-29A03A592531}
ScTest=cimxfmrcode_reg_reg3_c=1 {1827F510-818F-416E-ACFE-D634797CCE2A}
TankAsset=cimxfmrcode_reg_reg3_c=1 {5E6FC887-A8CE-44B5-96F9-50DF08CAA70C}
XfInfo=cimxfmrcode_reg_reg2_a=1 {06E5932F-E12F-4C86-933B-65D61A62A9B2}
WdgInf=cimxfmrcode_reg_reg2_a=1 {A21D93CE-29E1-4E87-AB9D-BB14A44BD502}
WdgInf=cimxfmrcode_reg_reg2_a=2 {CEA82523-5B65-43A8-AC9F-7F265B01C6A8}
OcTest=cimxfmrcode_reg_reg2_a=1 {73ED33C9-0B35-4E9B-AA22-A948398CB7CD}
ScTest=cimxfmrcode_reg_reg2_a=1 {3E950E9B-568B-4615-B843-A6D064EB95EE}
TankAsset=cimxfmrcode_reg_reg2_a=1 {8BAE8B99-46FF-4A34-B0B7-2CDCA0A542CC}
Bank==source_node_150=0 {769C1E20-88D2-4C66-AB96-C72515501620}
Bank==transformer_xf_reg1a=0 {17DB0BA3-58B5-4939-BD71-C8FCCCFE987F}
Bank==transformer_xf_xfm1=0 {7FBEE8BD-37C5-41FA-9FD2-A75E020772CE}
Bank==transformer_xf_xfs_node_1_a=0 {09F5E7EE-D014-416A-BAE9-ACDCDBB5EFFD}
Bank==transformer_xf_xfs_node_2_b=0 {A542F291-A428-4F00-93EA-7892306BBE9B}
Bank==transformer_xf_xfs_node_4_c=0 {911C6554-DFBF-4EB4-9DBA-3D7EF916C4EF}
Bank==transformer_xf_xfs_node_5_c=0 {CDB93808-FAFC-4B2D-B544-670C67D32CB3}
Bank==transformer_xf_xfs_node_6_c=0 {04461106-8F95-4488-B3C0-D80784B4D91F}
Bank==transformer_xf_xfs_node_7_a=0 {8D09593F-2FF5-4C23-BAC5-C44DA58CF44B}
Bank==transformer_xf_xfs_node_9_a=0 {22F24BE3-E52B-481F-9E81-ADC0946D65E0}
Bank==transformer_xf_xfs_node_10_a=0 {3C07ED92-A8D2-48C7-8EC0-1FE466394498}
Bank==transformer_xf_xfs_node_11_a=0 {359F44CF-03E3-4D37-A234-34BEE8712226}
Bank==transformer_xf_xfs_node_12_b=0 {82FA7933-E6CA-4B9E-9080-63A96F93A089}
Bank==transformer_xf_xfs_node_16_c=0 {B6571452-8A59-45B6-800D-D94C846B5AD4}
Bank==transformer_xf_xfs_node_17_c=0 {7C7A6E37-E6BE-4392-B2C9-72D176BA031B}
Bank==transformer_xf_xfs_node_19_a=0 {156059EA-F815-4FB1-948A-5A1E47E6FFF7}
Bank==transformer_xf_xfs_node_20_a=0 {58F8F254-2DEF-495B-A9CD-31F38E216FF1}
Bank==transformer_xf_xfs_node_22_b=0 {73FF1FB1-F68B-49FF-8649-EE916B88715D}
Bank==transformer_xf_xfs_node_24_c=0 {E312A90A-622B-47F3-95B6-B2321A380687}
Bank==transformer_xf_xfs_node_28_a=0 {12D80A07-4BA1-4095-B8AE-B32A627F0970}
Bank==transformer_xf_xfs_node_29_a=0 {A8FA3F33-DD1C-4198-99CA-46281B0985B6}
Bank==transformer_xf_xfs_node_30_c=0 {3E5A3E35-A862-4CDD-BDF7-9553468498B1}
Bank==transformer_xf_xfs_node_31_c=0 {02A1505B-D058-4E19-870D-8155E8CB907A}
Bank==transformer_xf_xfs_node_32_c=0 {C9CB415E-B8FE-4041-8646-6BC9D34BCA86}
Bank==transformer_xf_xfs_node_33_a=0 {7231AFF0-66CC-4CEC-A25A-3F3149326B73}
Bank==transformer_xf_xfs_node_34_c=0 {1D1AA3ED-D11D-449F-B88A-2F2CCCCE0268}
Bank==transformer_xf_xfs_node_35_a=0 {E4A06975-11CD-48F1-8818-7B7D1FD25CC3}
Bank==transformer_xf_xfs_node_37_a=0 {52CFF9C2-0086-481D-9D01-EAE2314F61E5}
Bank==transformer_xf_xfs_node_38_b=0 {F03F48BF-03E3-4C17-AB73-260EF8FEA877}
Bank==transformer_xf_xfs_node_39_b=0 {BA745606-EFEF-41A4-97AA-36AA338667F3}
Bank==transformer_xf_xfs_node_41_c=0 {98782A53-4531-4352-B77C-1FA923D0EB12}
Bank==transformer_xf_xfs_node_42_a=0 {C8EEED8D-3EEC-4577-B113-B8E441B95551}
Bank==transformer_xf_xfs_node_43_b=0 {9BB3A0E4-7761-4645-AECB-2A8737B969A5}
Bank==transformer_xf_xfs_node_45_a=0 {3CBD7690-E46F-4F60-A159-05550A35B201}
Bank==transformer_xf_xfs_node_46_a=0 {40F14256-F547-4304-90C3-A538B6D26346}
Bank==transformer_xf_xfs_node_47_a=0 {3FED60E9-AE5F-405C-8EC6-C7E63625F7FC}
Bank==transformer_xf_xfs_node_47_b=0 {FE2A1741-DF6D-4A99-9754-7E66E78EC217}
Bank==transformer_xf_xfs_node_47_c=0 {13E5EFF6-EE81-4CEE-879C-E7B9AB7A36DD}
Bank==transformer_xf_xfs_node_48_a=0 {2BD96A26-6154-4014-BC40-D4FDB6A239DF}
Bank==transformer_xf_xfs_node_48_b=0 {2551E41F-5D9B-46C5-8841-7FAD7FE714D1}
Bank==transformer_xf_xfs_node_48_c=0 {BA0A341C-0746-4E49-8AEC-A44331F5666F}
Bank==transformer_xf_xfs_node_49_a=0 {31F53C40-8991-44F5-BD06-5EBE2386834F}
Bank==transformer_xf_xfs_node_49_b=0 {2002FA28-8ED5-44FC-9769-8F5CF9BB7387}
Bank==transformer_xf_xfs_node_49_c=0 {91B8B9E7-B7DB-4141-B559-C2EB51FDF8E7}
Bank==transformer_xf_xfs_node_50_c=0 {516FEE4B-DAE7-48FF-9150-4F29DB53E7EB}
Bank==transformer_xf_xfs_node_51_a=0 {088C6432-E5DC-4FFE-939A-70D2D75808D4}
Bank==transformer_xf_xfs_node_52_a=0 {307FF0AF-93B7-4A56-B0F3-AA1C42F59242}
Bank==transformer_xf_xfs_node_53_a=0 {FF23F869-8818-4266-8FF5-80CCF3CE1E81}
Bank==transformer_xf_xfs_node_55_a=0 {E60AF113-2210-4E58-AABB-342E4A120746}
Bank==transformer_xf_xfs_node_56_b=0 {C67D48C6-97FA-4070-8F9B-95C0EBE9623B}
Bank==transformer_xf_xfs_node_58_b=0 {F318BA11-2D39-407F-B054-4E8D85905D73}
Bank==transformer_xf_xfs_node_59_b=0 {B4242445-1E10-41CE-B337-9FDC8B688F1A}
Bank==transformer_xf_xfs_node_60_a=0 {6E3CDAA7-9680-4D47-BA53-73B343137B65}
Bank==transformer_xf_xfs_node_62_c=0 {4CC241C1-522C-41E5-9579-078C165E02F1}
Bank==transformer_xf_xfs_node_63_a=0 {D850C09F-E877-4094-9712-D8EE85D481C3}
Bank==transformer_xf_xfs_node_64_b=0 {DCDC1595-F7BF-406A-8C4C-46D41DE749DB}
Bank==transformer_xf_xfs_node_65_a=0 {CED6BD32-2283-4E3D-A741-9532F27E8C38}
Bank==transformer_xf_xfs_node_65_b=0 {A69F2DE2-A528-4B85-BC85-8E5A59DFFFE5}
Bank==transformer_xf_xfs_node_65_c=0 {F08ABD4E-3B93-4E6F-B3FA-374FA3455CA8}
Bank==transformer_xf_xfs_node_66_c=0 {50E79F6A-17E7-48C2-A2D8-195A51A60E72}
Bank==transformer_xf_xfs_node_68_a=0 {E924F068-D98C-496F-B1A5-DB5A7CF96BAB}
Bank==transformer_xf_xfs_node_69_a=0 {06AD70F9-81C6-439E-AAEA-9691458F202B}
Bank==transformer_xf_xfs_node_70_a=0 {26BFFD6C-72E4-4AF4-83BD-99D8664384ED}
Bank==transformer_xf_xfs_node_71_a=0 {70E165F7-4FF8-4650-9DDB-FCEBF07D0064}
Bank==transformer_xf_xfs_node_73_c=0 {8A82EDD6-DBFC-43D8-B89A-2C58F2A5B29C}
Bank==transformer_xf_xfs_node_74_c=0 {CCA6C1F5-6DF7-4D1C-AAE2-D54321D998DC}
Bank==transformer_xf_xfs_node_75_c=0 {51D2EBA3-8F2E-49FC-8EFC-082D20A988F1}
Bank==transformer_xf_xfs_node_76_a=0 {FC804E61-27D2-4E68-B8D2-5DF05E8123AD}
Bank==transformer_xf_xfs_node_76_b=0 {F5CAE5AE-5CA9-4FE4-B3EA-05409F433D83}
Bank==transformer_xf_xfs_node_76_c=0 {E23ECDE5-0E0B-4231-8737-A86E0B7904EB}
Bank==transformer_xf_xfs_node_77_b=0 {CD6C8817-8EF6-48C1-A004-A39D87FFBD3E}
Bank==transformer_xf_xfs_node_79_a=0 {C1F77A25-5DAE-4227-9B71-87365997899A}
Bank==transformer_xf_xfs_node_80_b=0 {8FFBD313-A6AC-47FF-A9D0-D767B5A504AF}
Bank==transformer_xf_xfs_node_82_a=0 {10FDCEBA-A016-4DE4-A03E-A23FABF1FFCF}
Bank==transformer_xf_xfs_node_83_c=0 {059E9147-6EAC-4C50-B62F-47AAED958FAA}
Bank==transformer_xf_xfs_node_84_c=0 {7D79021C-83F1-4187-A515-50A9349A1B01}
Bank==transformer_xf_xfs_node_85_c=0 {CF58B268-004D-4615-B843-9976CB004B50}
Bank==transformer_xf_xfs_node_86_b=0 {791E8282-7AD6-4B88-B7E1-C09DCAC04A36}
Bank==transformer_xf_xfs_node_87_b=0 {B02AC0C0-8D5D-452C-9952-B75DB70B062F}
Bank==transformer_xf_xfs_node_88_a=0 {D3497B88-27BE-420F-8C69-16F345C7F577}
Bank==transformer_xf_xfs_node_90_b=0 {C000143F-2B34-4DAA-A09D-B4042003FAF0}
Bank==transformer_xf_xfs_node_92_c=0 {E8301DDB-B927-4860-ADA6-C1671B3891E2}
Bank==transformer_xf_xfs_node_94_a=0 {6C43E497-56EE-45A8-9CDC-7E93217B1258}
Bank==transformer_xf_xfs_node_95_b=0 {D007D1D6-DD66-410F-A069-8F30D71FA809}
Bank==transformer_xf_xfs_node_96_b=0 {E0A01F0A-916B-4F3D-9628-13BB052DF411}
Bank==transformer_xf_xfs_node_98_a=0 {1B3A2D22-77A3-4101-B029-C769BB23700B}
Bank==transformer_xf_xfs_node_99_b=0 {300442C6-0AE0-4014-8D5A-A269A2D0554A}
Bank==transformer_xf_xfs_node_100_c=0 {B51DDB6B-9357-406C-8AE7-6966911CE478}
Bank==transformer_xf_xfs_node_102_c=0 {205E0169-5C31-4968-9BFA-1AB98C0DD60A}
Bank==transformer_xf_xfs_node_103_c=0 {EB50BD06-0F16-42B1-805A-58E924EDA0D5}
Bank==transformer_xf_xfs_node_104_c=0 {56834393-00C7-4F6C-AB33-105FCB48BEB8}
Bank==transformer_xf_xfs_node_106_b=0 {82C4E8BD-B60E-404F-870E-0C034021BAD6}
Bank==transformer_xf_xfs_node_107_b=0 {B3FD97AF-8C49-4B6B-A4D2-D8067FD6D8E0}
Bank==transformer_xf_xfs_node_109_a=0 {30A8ECF9-32F8-492D-B182-D077C4386C09}
Bank==transformer_xf_xfs_node_111_a=0 {47C87C9D-496D-4E8A-AEC1-BB03A76B1E80}
Bank==transformer_xf_xfs_node_112_a=0 {C74BD03C-0913-43E2-BA89-F1F8EA11B9A3}
Bank==transformer_xf_xfs_node_113_a=0 {9F11750B-7B0D-418B-A2C3-BEA1B10AF77E}
Bank==transformer_xf_xfs_node_114_a=0 {97ABF2DB-2EBE-4430-9106-2CE8838C1C49}
Bank=vreg1=0 {85C92455-7217-4702-A1E5-05848B356B28}
Bank=vreg2=0 {30E93310-185F-4F53-912D-5149C73119D0}
Bank=vreg3=0 {18222741-E11A-4CAD-9FE3-70AEEC651542}
XfLoc=source_node_150=1 {16B6527F-AC70-4A41-94D0-265DFEDC824A}
PosPt=Transformer.source_node_150=1 {C0970A87-ED20-48A1-8C51-614E16AC822B}
PosPt=Transformer.source_node_150=2 {59EA1BEB-15D9-4926-86BE-9DE20B7CB9BD}
Wdg=source_node_150=1 {7EF3B699-CD2D-4384-B37B-1656709A6265}
Wdg=source_node_150=2 {0A60A258-A786-4936-B46A-B8C5AC8A93DF}
XfCore=source_node_150=1 {3A2CA545-71C9-4689-A059-567F4498CD2C}
XfMesh=source_node_150=1 {03283F65-F2D8-4B2F-BE4B-58BFAB214E22}
XfMesh=source_node_150=2 {D3509FB9-BDDB-4617-B337-B340215F2198}
XfMesh=source_node_150=3 {A363203F-7529-464C-AE7D-245F8E77557B}
34=source_node_150=1 {7E313304-2972-4C56-AAC9-E211C0142984}
OpLimI=OpLimI_15266.5_20817.9=0 {FDF8FD0B-3D36-4DE8-8CA5-F3BCF72BEFA2}
34=source_node_150=2 {D626161D-2D2E-46F5-BC65-F921AC42D0ED}
XfLoc=transformer_xf_reg1a=1 {083E448B-E04B-44B3-A3B3-DF27CD5974C5}
PosPt=Transformer.transformer_xf_reg1a=1 {20822A04-0CF2-4400-A90C-940C5AAAE39C}
PosPt=Transformer.transformer_xf_reg1a=2 {1AB64C63-B5DB-4BE1-AA9E-3C6774D37BD7}
Wdg=transformer_xf_reg1a=1 {3A688D29-0CBC-4A7C-B9F5-ADB284843445}
Wdg=transformer_xf_reg1a=2 {31135366-98CF-4442-894C-A044CA8940B0}
XfCore=transformer_xf_reg1a=1 {6E1B3A53-345A-46E9-A087-9DD4BAF71F38}
XfMesh=transformer_xf_reg1a=1 {C73B20A3-84C6-4D13-A0EC-F570E279CDC2}
